asset_Type,data_source,code,agg_algo,settle_type,real_time_take_over,price_type,data_type,curve_name,curve_id,period,ohlc_begin,ohlc_end,open_px,high_px,low_px,close_px,open_yield,high_yield,low_yield,close_yield,ctd_Bond,volume,trade_times,total_volume,open_time,close_time,high_time,low_time
BOND,XBOND,“220205“,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:18:00	","	2024-07-18 09:19:00	",105.1308,105.1527,105.1308,105.1527,2.2475,2.2475,2.2444,2.2444,,0,,,,,,
BOND,XBOND,“220205“,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:18:00	","	2024-07-18 09:19:00	",105.3776,105.3776,105.3776,105.3776,2.2125,2.2125,2.2125,2.2125,,0,,,,,,
BOND,XBOND,“210215“,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:18:00	","	2024-07-18 09:19:00	",,,,,,,,,,0,,,,,,
BOND,XBOND,“210210“,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:18:00	","	2024-07-18 09:19:00	",100,100,100,100,3.409,3.409,3.409,3.409,,0,,,,,,
BOND,XBOND,“210215“,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:18:00	","	2024-07-18 09:19:00	",,,,,,,,,,0,,,,,,
BOND,XBOND,“210210“,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:18:00	","	2024-07-18 09:19:00	",100,100,100,100,3.409,3.409,3.409,3.409,,0,,,,,,
BOND,XBOND,“160010“,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:18:00	","	2024-07-18 09:19:00	",,,,,,,,,,0,,,,,,
BOND,XBOND,“210215“,,T1,,MID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:18:00	","	2024-07-18 09:19:00	",,,,,,,,,,0,,,,,,
BOND,XBOND,“210210“,,T1,,OFFER,PRICE,,,ONE_MINUTE,"	2024-07-18 09:18:00	","	2024-07-18 09:19:00	",,,,,,,,,,0,,,,,,
BOND,XBOND,“220220“,,T1,,BID,PRICE,,,ONE_MINUTE,"	2024-07-18 09:18:00	","	2024-07-18 09:19:00	",103.4951,103.4951,103.4951,103.4951,2.3,2.3,2.3,2.3,,0,,,,,,
